# Goethe/ÖSD A1–B1 Wortliste. Source: github.com/ilkermeliksitki/goethe-institute-wordlist
# lemma	level	article	plural	example_de
umsonst	b1			Ich musste nichts bezahlen. Die Reparatur war umsonst.
umsteigen	a2		steigt um	Sie müssen in Mannheim umsteigen.
umtauschen	b1		tauscht um, tauschte um, hat umgetauscht(1)	Ich möchte diese Bluse umtauschen. Sie passt mir nicht.
umziehen	a1		zieht um	Nächsten Monat ziehen wir um.
un-	b1			Der Verkäufer war sehr unfreundlich.
unbedingt	a2			Ich muss unbedingt mit dir sprechen.
und	a1			Peter und Helmut sind meine Söhne.
unentschieden	b1			Es steht unentschieden zwischen den beiden Mannschaften.
ungefähr	b1			Wie weit ist es bis zum Bahnhof? – Nicht weit, ungefähr zehn Minuten zu Fuß.
ungewöhnlich	b1			Ich finde diese Speise ungewöhnlich, aber sie schmeckt gut.
unglaublich	b1			Es ist unglaublich. Schon wieder so ein Unglück.
unheimlich	b1			Ich mag dieses Haus nicht. Es sieht unheimlich aus.
unser-	a1			Das ist unsere Lehrerin.
unten	a1			Er wohnt ganz unten im Haus.
unter	a1			Unter uns wohnt eine Familie mit drei Kindern.
unter-	b1			Mein Pass ist im unteren Regal.
unterbrechen	b1		unterbricht, unterbrach, hat unterbrochen(1)	Wir unterbrechen die Sendung für eine wichtige Nachricht.
unterhalten (sich)	a2		unterhält	Andreas und Nessrin unterhalten sich.
unterlassen	b1		unterlässt, unterließ, hat unterlassen(1)	Das Rauchen auf den Gängen ist zu unterlassen.
unternehmen	a2		unternimmt	Wollen wir heute Abend etwas unternehmen?
unterrichten	b1		unterrichtet, unterrichtete, hat unterrichtet(1)	Meine Frau unterrichtet Spanisch.
untersagt	b1			Es ist untersagt, hier zu rauchen.
unterscheiden	b1		unterscheidet, unterschied, hat unterschieden(1)	Ihr seid euch sehr ähnlich. Auf dem Foto kann man euch beide nicht unterscheiden.
unterschiedlich	b1			Mein Bruder und ich sind sehr unterschiedlich. Er interessiert sich für Mathematik, ich mich für Sprachen.
unterschreiben	a1		unterschreibt	Wo muss ich unterschreiben?
unterstreichen	b1		unterstreicht, unterstrich, hat unterstrichen(1)	Wir sollen alle wichtigen Wörter unterstreichen.
unterstützen	b1		unterstützt, unterstützte, hat unterstützt(1)	Sie unterstützen mich, wo sie nur können.
untersuchen	a2		untersucht	Der Arzt hat mich untersucht.
unterwegs	b1			Warte auf mich. Ich bin unterwegs und komme gleich.
unterwegs sein	a2		ist unterwegs	Warte bitte auf mich. Ich bin unterwegs und komme gleich.
ursprünglich	b1			Ursprünglich wollte ich in einem Restaurant arbeiten. Aber dann bin ich Busfahrerin geworden.
vegetarisch	b1			Ich mag kein Fleisch. Ich esse am liebsten vegetarisch.
verabredet sein	a2			Ich bin mit meiner Freundin verabredet.
verantwortlich	b1			Sie sind für Ihre Kinder verantwortlich.
verbieten	b1		verbietet, verbot, hat verboten(1)	Ich werde meinen Kindern das Rauchen verbieten.
verbieten / verboten sein	a2			Hier ist Rauchen verboten.
verbinden	b1		verbindet, verband, hat verbunden(1)	Wir müssen die Wunde sofort verbinden.
verboten	a1			Hier ist Rauchen verboten.
verbrauchen	b1		verbraucht, verbrauchte, hat verbraucht(1)	Wie viel Benzin verbraucht dein Auto?
verbringen	b1		verbringt, verbrachte, hat verbracht(1)	Wie haben Sie Ihren Urlaub verbracht?
verdienen	a1		verdient	Ich verdiene 1.500 Euro im Monat.
verdächtig	b1			Die Tür war nicht abgeschlossen. Das ist verdächtig.
vereinbaren	a2		vereinbart	Können wir einen Termin vereinbaren?
vergeblich	b1			Ich habe vergeblich versucht dich anzurufen.
vergessen	a2		vergisst	Ich habe meine Hausaufgaben vergessen.
vergleichen	a2		vergleicht	Vergleichen Sie die Angebote!
vergnügt	b1			Er kam mit einem vergnügten Grinsen herein.
vergrößern	b1		vergrößert, vergrößerte, hat vergrößert(1)	Können Sie das Foto vergrößern?
verhaften	b1		verhaftet, verhaftete, hat verhaftet(1)	Die Polizei hat 23 Menschen verhaftet.
verheiratet	a1			Ich bin verheiratet und habe drei Kinder.
verhindern	b1		verhindert, verhinderte, hat verhindert(1)	Wir konnten den Unfall nicht verhindern.
verkaufen	a1		verkauft	Er verkauft sein altes Auto.
verlangen	b1		verlangt, verlangte, hat verlangt(1)	Jeden Tag Überstunden? Das können Sie nicht verlangen.
verlassen	b1		verlässt, verließ, hat verlassen(1)	Ich habe die Party um 3 Uhr verlassen.
verletzen (sich)	a2		verletzt	Sind Sie verletzt? – Ja, am Bein.
verlieben (sich)	a2		verliebt	Ich bin total verliebt.
verlieren	a2		verliert	Ich habe meinen Schlüssel verloren.
verlängern	b1		verlängert, verlängerte, hat verlängert(1)	Ich muss meinen Pass verlängern lassen.
vermeiden	b1		vermeidet, vermied, hat vermieden(1)	Der Arzt sagt, ich soll Stress vermeiden.
vermieten	a1		vermietet	Die Wohnung ist schon vermietet.
vermissen	b1		vermisst(1)	Ich vermisse meine Familie.
vermuten	b1		vermutet, vermutete, hat vermutet(1)	Ich vermute, sie wird heute nicht kommen.
vernünftig	b1			Seien Sie doch vernünftig!
verpacken	b1		verpackt, verpackte, hat verpackt(1)	Hast Du die Pakete gut verpackt?
verpassen	a2		verpasst	Ich habe den Zug verpasst.
verpflegen	b1		verpflegt, verpflegte, hat verpflegt(1)	Wir werden hier sehr gut mit Essen verpflegt.
verpflichtet	b1			Sie sind verpflichtet, den Unfall zu melden.
verraten	b1		verrät, verriet, hat verraten(1)	Wer hat dir das Geheimnis verraten?
verreisen	a2		verreist	Verreist ihr in den Ferien?
verrückt	b1			Bist du verrückt geworden?!
verschieben	a2		verschiebt	Leider muss ich den Termin verschieben.
verschieden	a2			Unsere beiden Kinder sind sehr verschieden.
verschreiben	b1		verschreibt, verschrieb, hat verschrieben(1)	Die Ärztin hat mir Tabletten verschrieben.
verschwinden	b1		verschwindet, verschwand, ist verschwunden(1)	Mein Ausweis ist verschwunden. Hast du ihn vielleicht gesehen?
versichern	b1		versichert, versicherte, hat versichert(1)	Wollen Sie Ihr Gepäck versichern?
versprechen	b1		verspricht, versprach, hat versprochen(1)	Meine Mutter hat mir versprochen, mich abzuholen.
verstehen	a1		versteht	Können Sie mich verstehen?
verständlich	b1			Nach acht Stunden Schule haben die Kinder keine Lust mehr, die Hausaufgaben zu machen. Ich finde das verständlich.
versuchen	a2		versucht	Kann ich es auch einmal versuchen?
versäumen	b1		versäumt, versäumte, hat versäumt(1)	Tut mir leid, ich habe die Anmeldefrist versäumt.
verteilen	b1		verteilt, verteilte, hat verteilt(1)	Kannst du bitte schon mal die Gläser verteilen?
vertrauen	b1		vertraut, vertraute, hat vertraut(1)	Ich kenne dich gut. Ich vertraue dir.
vertreten	b1		vertritt, vertrat, hat vertreten(1)	Wer vertritt Sie, wenn Sie Urlaub machen?
verursachen	b1		verursacht, verursachte, hat verursacht(1)	Dieser Busfahrer verursachte den Unfall.
verurteilen	b1		verurteilt, verurteilte, hat verurteilt(1)	Das Gericht hat den Täter zu einer Geldstrafe verurteilt.
verwandt	b1			Sind Sie mit Frau Meyer verwandt?
verwechseln	b1		verwechselt, verwechselte, hat verwechselt(1)	Entschuldigen Sie, ich habe Sie mit jemandem verwechselt.
verwenden	b1		verwendet, verwendete, hat verwendet(1)	Dieses Wort wird oft verwendet.
verzeihen	b1		verzeiht, verzieh, hat verziehen(1)	Das werde ich ihm nie verzeihen können.
verzichten	b1		verzichtet, verzichtete, hat verzichtet(1)	Ich verzichte heute auf den Kaffee.
veröffentlichen	b1		veröffentlicht, veröffentlichte, hat veröffentlicht(1)	Das Buch wurde gestern veröffentlicht.
viel	a1		-e	Hier regnet es viel.
viel/viele	b1			Ich habe schon viel gelernt.
vielleicht	a1			Ich komme vielleicht mit dem Bus.
virtuell	b1			Auf dieser Website kann man an einer virtuellen Stadtrundfahrt teilnehmen.
voll	a2			Morgens und abends sind die Züge immer sehr voll.
von	a1			Das Auto von Felix ist kaputt.
voneinander	b1			Wir haben lange nichts voneinander gehört.
vor	a1			Der Termin war vor einer Stunde.
vor allem	b1			Grüßen Sie alle von mir, vor allem Frau Meier.
voraus	b1			Gehen Sie schon voraus.
voraussichtlich	b1			Der Zug hat voraussichtlich 20 Minuten Verspätung.
vorbei	a2			Die Linie 8 fährt am Krankenhaus vorbei.
vorbei/vorbei-	b1			Die Linie 8 fährt am Krankenhaus vorbei.
vorbereiten	a2		vorbereitet	Morgen mache ich eine Party. Ich muss noch viel dafür vorbereiten.
vorder-	b1			In den vorderen Reihen sind noch Plätze frei.
vorgestern	a2			Er hat mich vorgestern angerufen.
vorhaben	b1		hat vor, hatte vor, hat vorgehabt(1)	Haben Sie morgen Abend schon etwas vor?
vorher	a2			Ich komme mit ins Café. Vorher muss ich aber noch zur Bank.
vorhin	b1			Vorhin hat Heidrun angerufen. Du sollst sie zurückrufen.
vorkommen	b1		kommt vor, kam vor, ist vorgekommen(1)	Kein Problem. Das kann vorkommen.
vorlesen	b1		liest vor, las vor, hat vorgelesen(1)	Ich lese meinen Kindern oft etwas vor.
vorläufig	b1			Ich habe noch keine Wohnung. Ich wohne vorläufig bei einem Freund.
vorn	b1		vorne(1)	Bitte vorn beim Fahrer einsteigen!
vorn(e)	a2			Bitte vorn(e) einsteigen!
vorschlagen	b1		schlägt vor, schlug vor, hat vorgeschlagen(1)	Ich schlage vor, dass wir eine Pause machen.
vorsichtig	a2			Sei vorsichtig!
vorstellen (sich)	a2		vorgestellt	Wir wollen uns kennenlernen. Können Sie sich bitte vorstellen?
vorwärts	a2			Fahren Sie bitte noch ein Stück vorwärts.
völlig	b1			Das halte ich für völlig ausgeschlossen.
waagerecht	b1			Ziehen Sie bitte einen waagerechten Strich.
wach	a2			Bist du schon lange wach?
wachsen	b1		wächst, wuchs, ist gewachsen(1)	Mein Sohn ist sehr gewachsen. Er ist jetzt schon größer als ich.
wahnsinnig	b1			Du fährst viel zu schnell. Bist du wahnsinnig?!
wahr	a2			Das ist (nicht) wahr!
wahrscheinlich	a2			Wahrscheinlich mache ich im Herbst einen Deutschkurs.
wandern	a1		wandert	Wir wandern um den Chiemsee.
wann	a1			Wann bist du fertig?
war dabei	a2			
war dafür/dagegen	a2			
war erkältet	a2			
war erlaubt	a2			
warm	a2			Hier ist es sehr warm.
warmen Pullover	b1			Für den Winter brauche ich einen warmen Pullover.
warnen	b1		warnt, warnte, hat gewarnt(1)	Ich warne Sie. Der Hund ist gefährlich.
warten	a1		wartet	Können Sie ein paar Minuten warten?
warum	a1			Warum kommt er nicht?
was	a1			Was ist das?
was für ein	a1			Was für eine Farbe möchten Sie?
was für ein-	b1			Ich will mir ein Auto kaufen. – Was denn für eins?
waschen (sich)	a2		wäscht	Wo kann ich mir die Hände waschen?
wechseln	a2		wechselt	Wir müssen den Reifen wechseln.
wecken	a2		weckt	Bitte wecken Sie mich morgen früh um fünf.
weder … noch	b1			Für Urlaub haben wir weder Zeit noch Geld.
weg sein	a1			Herr Meier ist schon weg.
weg/weg-	a2			Meine Brille ist weg. Ich finde sie nicht mehr.
wegen	a2			Wegen seiner Arbeit kann er leider nicht kommen.
weh tun	a1			Ich muss zum Arzt. Mein Bein tut weh.
wehtun	a2		tut weh	Wo tut es weh?
weiblich	a1			Kreuzen Sie bitte an: weiblich oder „männlich“.
weich	a2			Ich möchte zum Frühstück ein weiches Ei.
weil	a2			Ich kann nicht kommen, weil ich arbeiten muss.
weinen	a2		weint	Warum weint das Baby?
weit	a1			Zum Bahnhof ist es nicht weit.
weiter	a1			Der Bus fährt nicht weiter.
weiter/weiter-	b1			Ich möchte nicht stören. Bitte essen Sie ruhig weiter.
welch-	a1			Welches Buch möchtest du?
welcher	a2		-e, -s	Welcher Tag ist heute?
weltweit	b1			Unsere Firma produziert für den weltweiten Markt.
wenden	b1		wendet, wandte, hat gewandt(1)	Sie müssen zurückfahren, aber hier dürfen Sie nicht wenden.
wenig	a1		-e	Ich habe leider nur wenig verstanden.
wenig/wenige	b1			Essen Sie immer so wenig?
wenigstens	a2			Ich habe keinen Hunger. - Ach, essen Sie wenigstens ein Stück Kuchen.
wenn	a2			Wenn ich nicht arbeiten muss, komme ich.
wer	a1			Wer ist das?
wer (wen	a2		wem)	Wer ist das?
werden	a1		wird	Mein Sohn will Arzt werden.
werfen	b1		wirft, warf, hat geworfen(1)	Die Kinder haben Steine ins Wasser geworfen.
wert	b1			Das Auto ist vielleicht noch 1000 Euro wert.
wertlos	b1			Diese alten Geldscheine sind heute völlig wertlos.
wertvoll	b1			Ich habe einen sehr wertvollen Ring von meiner Großmutter.
weshalb	b1			Weshalb rufst du an?
wetten	b1		wettet, wettete, hat gewettet(1)	Wir haben gewettet, dass sie wieder zu spät kommt.
wichtig	a1			Dieses Formular ist sehr wichtig.
widersprechen	b1		widerspricht, widersprach, hat widersprochen(1)	Da muss ich Ihnen widersprechen.
wie	a1			Wie heißt du?
wie viel	a1		-e	Wie viel Milch nehmen Sie?
wie viel(e)	b1			Wie viel Geld hast du dabei?
wieder	a2			Stefan kann wieder zum Fußballtraining kommen.
wieder/wieder-	b1			Wann kommst du wieder?
wiederholen	a1		wiederholt	Können Sie das bitte wiederholen?
wiegen	b1		wiegt, wog, hat gewogen(1)	Wie viel wiegst du?
wieso	b1			Wie lange sind Sie hier? – Wieso fragen Sie?
wild	b1			Das ist ein wilder Fluss.
willkommen	a1			Herzlich willkommen!
windig	a2			Heute ist es sehr windig.
winken	b1		winkt, winkte, hat gewinkt(1)	Alle standen auf dem Bahnsteig und winkten zum Abschied.
wir	a1			Wir lernen Deutsch.
wirken	b1		wirkt, wirkte, hat gewirkt(1)	Die Tabletten haben nicht gewirkt.
wirklich	a2			Du glaubst mir nicht? Es ist aber wirklich so.
wissen	a1		weiß	Weißt du, wie er heißt?
witzig	a2			Warum lachst du? Ich finde das nicht witzig.
wo	a1			Wo waren Sie im Urlaub?
woher	a1			Woher kommen Sie?
wohin	a1			Wohin fährt dieser Bus?
wohl	b1			Kann ich nach Hause gehen? Ich fühle mich nicht wohl.
wohnen	a1		wohnt	Ich wohne in München.
wollen	a1		will	Wollen Sie einen Kaffee trinken?
worum	b1			Kann ich Herrn Meier sprechen? – Worum geht es denn?
worüber	b1			Worüber lachen Sie?
wunderbar	a1			Das Essen schmeckt wunderbar.
wunderschön	b1			Wir haben einen Ausflug gemacht. Es war wunderschön.
wählen	a2		wählt	Sie müssen erst eine Null wählen.
während	b1			Während ich arbeite, höre ich oft Musik.
wünschen	a2			Ich wünsche mir eine Kamera zum Geburtstag.
wütend	b1			Warum bist du so wütend?
zahlen	a1		zahlt	Zahlen, bitte!
zahlreich	b1			Die Gäste sind zahlreich gekommen.
zeichnen	a2		zeichnet	Caterina kann gut zeichnen. Sieh mal das Bild hier.
zeigen	a2		zeigt	Können Sie mir bitte den Weg zum Bahnhof zeigen?
zelten	b1		zeltet, zeltete, hat gezeltet(1)	Ich habe noch nie gezeltet.
zentral	b1			Wir suchen eine Zweizimmerwohnung in zentraler Lage.
zerstören	b1		zerstört, zerstörte, hat zerstört(1)	Der Sturm hat viele Häuser zerstört.
ziehen	b1		zieht, zog, hat/ist gezogen(1)	Sie müssen ziehen, nicht drücken.
zieht ein	a2			Im Juni ziehen unsere neuen Nachbarn ein.
ziemlich	b1			Ich bin schon ziemlich müde. Ich gehe ins Bett.
zu	a1			Der Bus fährt zum Bahnhof.
zu sein	a1		ist zu, war zu, ist zu gewesen(1)	Die Tür ist zu.
zubereiten	b1		bereitet zu, bereitete zu, hat zubereitet(1)	Sie bereitet das Fleisch mit Kartoffeln zu.
zuerst	a2			Zuerst müsst ihr die Hausaufgaben machen, dann könnt ihr spielen.
zufrieden	a1			Ich bin mit der Wohnung zufrieden.
zufällig	b1			Wir haben uns zufällig am Bahnhof getroffen.
zugehen	b1		geht zu, ging zu, ist zugegangen(1)	Die Tür geht nicht zu. Kannst du mir helfen?
zugänglich	b1			Der Park ist für alle zugänglich.
zuhören	a2		hört zu	Hör mir doch mal zu! Ich rede mit dir.
zukünftig	b1			Ich bitte dich, zukünftig früher zu kommen.
zuletzt	a2			Wir haben uns vor drei Jahren zuletzt gesehen.
zum Beispiel	a2			Mein Freund hat viele Hobbys, zum Beispiel Kochen, Lesen und Tanzen.
zum Beispiel/z. B.	a1			Viele meiner Verwandten, z. B. meine beiden Brüder, arbeiten auch hier.
zumachen	a2		macht zu	Machst du bitte das Fenster zu?
zumindest	b1			Ich möchte nicht in der Stadt wohnen, zumindest jetzt nicht, wenn die Kinder noch so klein sind.
zunehmen	b1		nimmt zu, nahm zu, hat zugenommen(1)	Ich habe im Urlaub 1 Kilo zugenommen.
zunächst	b1			Zunächst möchte ich alle begrüßen!
zurechtkommen	b1		kommt zurecht, kam zurecht, ist zurechtgekommen(1)	Soll ich Ihnen helfen? - Danke. Ich komme allein zurecht.
zurzeit	a1			Zurzeit habe ich sehr viel zu tun.
zurück	a1			Einmal Frankfurt und zurück.
zurück- (fahren	a2		geben, gehen, kommen, laufen)	Fahrt ihr nach der Party zurück nach Hause?
zurück/zurück-	b1			Bitte eine Fahrkarte nach Frankfurt und zurück!
zusagen	b1		sagt zu, sagte zu, hat zugesagt(1)	Meine Eltern haben uns zum Essen eingeladen. Ich habe zugesagt.
zusammen	a1			Sollen wir zusammen essen gehen?
zusammen/zusammen-	b1			Wir haben als Kinder oft zusammen gespielt.
zusammenfassen	b1		fasst zusammen, fasste zusammen, hat zusammengefasst(1)	Können Sie das bitte noch einmal kurz zusammenfassen?
zuschauen	b1		schaut zu, schaute zu, hat zugeschaut(1)	Willst du mitspielen? – Nein, ich schaue lieber nur zu.
zustimmen	b1		stimmt zu, stimmte zu, hat zugestimmt(1)	Ich stimme dir in dieser Sache völlig zu.
zuständig	b1			Wir haben ein Problem mit der Heizung. Wer ist dafür zuständig?
zusätzlich	b1			Sie müssen in Zukunft eine Stunde zusätzlich arbeiten.
zuverlässig	b1			Der Kollege kommt bestimmt gleich. Er ist immer sehr zuverlässig.
zwar	b1			Diese Schuhe sind zwar teuer, aber gut.
zweifeln	b1		zweifelt, zweifelte, hat gezweifelt(1)	Ich zweifle nicht daran, dass Sie recht haben.
zwischen	a1			Heidelberg liegt zwischen Frankfurt und Stuttgart.
zählen	b1		zählt, zählte, hat gezählt(1)	Bitte zählen Sie das Wechselgeld sofort nach.
Änderung	b1	die		Es gibt eine Programmänderung.
Öffentlichkeit	b1	die		Von solchen Dingen erfährt die Öffentlichkeit nur selten.
Öko- (ökologisch)	b1			z.B. Ökoladen, Ökostrom, ökologischer Anbau
Öl	a2	das	-e	Machen wir den Salat mit Öl?
Übernachtung	b1	die	-en(1)	In diesem Hotel kostet die Übernachtung mit Frühstück 90 Euro.
Überraschung	b1	die	-en(1)	Ich habe eine Überraschung für dich.
Überschrift	b1	die	-en(1)	Der Artikel erschien unter der folgenden Überschrift: „…“
Übersetzer	b1	der	-(1)	Meine Tochter möchte als Übersetzerin arbeiten.
Übersetzerin	b1	die	-nen(1)	Meine Tochter möchte als Übersetzerin arbeiten.
Übersetzung	a2	die	-en	Ich brauche eine Übersetzung von meinem Zeugnis.
Überstunde	b1	die	-n(1)	Ich muss heute Überstunden machen.
Überweisung	b1	die	-en(1)	Sie können bar oder per Überweisung bezahlen.
Überzeugung	b1	die	-en(1)	Wie bist du zu dieser Überzeugung gekommen?
Übung	b1	die	-en(1)	Diese Übung war sehr schwer.
ähnlich	b1			Emilia ist in einer ganz ähnlichen Situation wie ich.
ändern	a2		ändert	Das Wetter hat sich geändert.
ängstlich	b1			Meine Mutter ist etwas ängstlich. Sie geht nicht gern allein auf die Straße.
ärgern (sich)	a2			Warum ärgerst du dich? - Ich ärgere mich, weil das Wetter schlecht ist.
äußerlich	b1			Das Medikament dürfen Sie nur äußerlich anwenden.
öffentlich	b1			In der Stadt fahre ich immer mit öffentlichen Verkehrsmitteln.
öffnen	a1		öffnet, hat geöffnet	Ich öffne die Tür.
üben	a2		übt	Ich lerne gerade Gitarre spielen. Ich übe jeden Tag zwei Stunden.
über	a1			Gehen Sie hier über die Straße.
über-	b1			Das Präfix „über-“ bedeutet „mehr als“ oder „zu viel“.
überall	a2			Ich habe überall gesucht, aber ich kann meine Brille nicht finden.
überfahren	b1		überfährt, überfuhr, hat überfahren(1)	Gestern hat ein Autofahrer einen Hund überfahren.
